raw_log,user_id,timestamp,action,amount,currency,location,device,amount_in_dollars,date,hour,day,month,year,txn_time_diff_hours,is_same_location,is_atm,transaction_risk,device_type,is_same_device,hour_risk,avg_prev_amount,amount_difference_from_avg,cluster
usr:user1035|refund|$4147.47|london|2025-06-17 01:45:59|huawei p30,user1035,2025-06-17 01:45:59,refund,4147.47,$,london,huawei p30,4147.47,2025-06-17,1,17,6,2025,3.6758333333333333,False,False,high,smart,False,High,3180.430966,967.0390340000004,0
user1035 2025-06-17 15:32:31 debit 745.12 london iphone 13,user1035,2025-06-17 15:32:31,debit,745.12,none,london,iphone 13,745.12,2025-06-17,15,17,6,2025,13.775555555555556,True,False,moderate,smart,False,Low,3199.3925156862742,-2454.2725156862743,0
user1035 2025-06-18 09:36:45 deposit 2436.53 birmingham huawei p30,user1035,2025-06-18 09:36:45,deposit,2436.53,none,birmingham,huawei p30,2436.53,2025-06-18,9,18,6,2025,18.070555555555554,False,False,low,smart,False,Low,3152.194967307692,-715.6649673076918,0
2025-06-18 17:13:51 >> [user1035] did cashout - amt=€1460.65 - cardiff // dev:huawei p30,user1035,2025-06-18 17:13:51,cashout,1460.65,€,cardiff,huawei p30,2337.0400000000004,2025-06-18,17,18,6,2025,7.618333333333333,False,False,high,smart,False,Low,3138.6918547169817,-801.6518547169812,0
2025-06-19 13:41:39::user1035::debit::2761.42::liverpool::samsung galaxy s10,user1035,2025-06-19 13:41:39,debit,2761.42,none,liverpool,samsung galaxy s10,2761.42,2025-06-19,13,19,6,2025,20.463333333333335,False,False,moderate,smart,False,Low,3123.84645,-362.42644999999993,0
2025-06-19 14:17:48 - user=user1035 - action=purchase $3977.22 - atm: none - device=huawei p30,user1035,2025-06-19 14:17:48,purchase,3977.22,$,none,huawei p30,3977.22,2025-06-19,14,19,6,2025,0.6025,False,True,moderate,smart,False,Low,3117.2568781818186,859.9631218181812,0
usr:user1035|purchase|£22.62|liverpool|2025-06-19 14:46:20|xiaomi mi 11,user1035,2025-06-19 14:46:20,purchase,22.62,£,liverpool,xiaomi mi 11,30.084600000000002,2025-06-19,14,19,6,2025,0.47555555555555556,False,False,moderate,smart,False,Low,3132.6133625,-3102.5287625,0
user1035 2025-06-19 22:49:20 withdrawal 4512.35 london pixel 6,user1035,2025-06-19 22:49:20,withdrawal,4512.35,none,london,pixel 6,4512.35,2025-06-19,22,19,6,2025,8.05,False,False,high,smart,False,High,3078.1830333333337,1434.1669666666667,0
2025-06-20 10:31:36 | user: user1035 | txn: cashout of €2005.36 from manchester | device: none,user1035,2025-06-20 10:31:36,cashout,2005.36,€,manchester,none,3208.576,2025-06-20,10,20,6,2025,11.704444444444444,False,False,high,non-smart,False,Low,3102.91005,105.66595000000007,0
2025-06-22 00:28:49::user1035::refund::4443.41::leeds::huawei p30,user1035,2025-06-22 00:28:49,refund,4443.41,none,leeds,huawei p30,4443.41,2025-06-22,0,22,6,2025,37.95361111111111,False,False,high,smart,False,High,3104.700998305085,1338.709001694915,0
22/06/2025 01:21:13 ::: user1035 *** purchase ::: amt:2887.41$ @ birmingham <iphone 13>,user1035,2025-06-22 01:21:13,purchase,2887.41,$,birmingham,iphone 13,2887.41,2025-06-22,1,22,6,2025,0.8733333333333333,False,False,moderate,smart,False,High,3127.012815,-239.6028150000002,0
usr:user1035|deposit|€3613.29|leeds|2025-06-22 05:30:01|pixel 6,user1035,2025-06-22 05:30:01,deposit,3613.29,€,leeds,pixel 6,5781.264,2025-06-22,5,22,6,2025,4.1466666666666665,False,False,low,smart,False,High,3123.0849,2658.1791000000003,0
usr:user1035|deposit|$2656.16|cardiff|2025-06-23 01:13:18|nokia 3310,user1035,2025-06-23 01:13:18,deposit,2656.16,$,cardiff,nokia 3310,2656.16,2025-06-23,1,23,6,2025,19.72138888888889,False,False,low,non-smart,False,High,3165.9587564516128,-509.7987564516129,0
usr:user1035|purchase|£194.68|none|2025-06-23 05:38:13|none,user1035,2025-06-23 05:38:13,purchase,194.68,£,none,none,258.92440000000005,2025-06-23,5,23,6,2025,4.415277777777778,False,False,moderate,non-smart,False,High,3157.866712698413,-2898.942312698413,0
usr:user1035|cashout|$3109.87|leeds|2025-06-23 05:50:07|iphone 13,user1035,2025-06-23 05:50:07,cashout,3109.87,$,leeds,iphone 13,3109.87,2025-06-23,5,23,6,2025,0.19833333333333333,False,False,high,smart,False,High,3112.5707390625003,-2.700739062500361,0
23/06/2025 15:44:41 ::: user1035 *** transfer ::: amt:4087.68€ @ glasgow <iphone 13>,user1035,2025-06-23 15:44:41,transfer,4087.68,€,glasgow,iphone 13,6540.2880000000005,2025-06-23,15,23,6,2025,9.909444444444444,False,False,high,smart,False,Low,3112.5291892307696,3427.758810769231,0
2025-06-24 03:55:10 | user: user1035 | txn: purchase of £1122.38 from glasgow | device: pixel 6,user1035,2025-06-24 03:55:10,purchase,1122.38,£,glasgow,pixel 6,1492.7654000000002,2025-06-24,3,24,6,2025,12.174722222222222,True,False,moderate,smart,False,High,3164.4649287878788,-1671.6995287878785,0
2025-06-24 16:44:54 - user=user1035 - action=top-up £3880.31 - atm: birmingham - device=pixel 6,user1035,2025-06-24 16:44:54,top-up,3880.31,£,birmingham,pixel 6,5160.8123000000005,2025-06-24,16,24,6,2025,12.828888888888889,False,True,low,smart,False,Low,3139.5141895522393,2021.2981104477612,0
2025-06-24 20:29:54 | user: user1035 | txn: withdrawal of $2046.73 from london | device: none,user1035,2025-06-24 20:29:54,withdrawal,2046.73,$,london,none,2046.73,2025-06-24,20,24,6,2025,3.75,False,False,high,non-smart,False,Low,3169.239161764706,-1122.5091617647058,0
2025-06-25 02:52:58 >> [user1035] did deposit - amt=€1367.99 - none // dev:pixel 6,user1035,2025-06-25 02:52:58,deposit,1367.99,€,none,pixel 6,2188.784,2025-06-25,2,25,6,2025,6.384444444444444,False,False,low,smart,True,High,3152.9709130434785,-964.1869130434784,0
user1035 2025-06-25 10:35:12 refund 2352.45 manchester none,user1035,2025-06-25 10:35:12,refund,2352.45,none,manchester,none,2352.45,2025-06-25,10,25,6,2025,7.703888888888889,False,False,high,non-smart,False,Low,3139.1968142857145,-786.7468142857147,0
2025-06-25 23:56:00::user1035::deposit::3488.08::glasgow::nokia 3310,user1035,2025-06-25 23:56:00,deposit,3488.08,none,glasgow,nokia 3310,3488.08,2025-06-25,23,25,6,2025,13.346666666666666,False,False,low,non-smart,False,High,3128.115873239437,359.964126760563,0
2025-06-26 04:37:46 | user: user1035 | txn: debit of $3804.9 from manchester | device: pixel 6,user1035,2025-06-26 04:37:46,debit,3804.9,$,manchester,pixel 6,3804.9,2025-06-26,4,26,6,2025,4.696111111111111,False,False,moderate,smart,False,High,3133.115375,671.7846250000002,0
user1035 2025-06-26 06:33:12 cashout 698.57 london xiaomi mi 11,user1035,2025-06-26 06:33:12,cashout,698.57,none,london,xiaomi mi 11,698.57,2025-06-26,6,26,6,2025,1.923888888888889,False,False,high,smart,False,High,3142.317904109589,-2443.747904109589,0
user1035 2025-06-26 22:33:29 refund 4871.12 birmingham huawei p30,user1035,2025-06-26 22:33:29,refund,4871.12,none,birmingham,huawei p30,4871.12,2025-06-26,22,26,6,2025,16.004722222222224,False,False,high,smart,False,High,3109.2942837837836,1761.8257162162163,0
2025-06-26 23:00:13 - user=user1035 - action=purchase £67.3 - atm: liverpool - device=iphone 13,user1035,2025-06-26 23:00:13,purchase,67.3,£,liverpool,iphone 13,89.509,2025-06-26,23,26,6,2025,0.44555555555555554,False,True,moderate,smart,False,High,3132.7852933333334,-3043.2762933333333,0
2025-06-27 06:58:54 >> [user1035] did debit - amt=€2262.14 - liverpool // dev:huawei p30,user1035,2025-06-27 06:58:54,debit,2262.14,€,liverpool,huawei p30,3619.424,2025-06-27,6,27,6,2025,7.978055555555556,True,False,moderate,smart,False,High,3092.7421842105264,526.6818157894736,0
usr:user1035|debit|£404.53|liverpool|2025-06-28 04:17:40|iphone 13,user1035,2025-06-28 04:17:40,debit,404.53,£,liverpool,iphone 13,538.0249,2025-06-28,4,28,6,2025,21.31277777777778,True,False,moderate,smart,False,High,3099.582207792208,-2561.557307792208,0
2025-06-28 10:46:56 - user=user1035 - action=debit £2701.39 - atm: liverpool - device=nokia 3310,user1035,2025-06-28 10:46:56,debit,2701.39,£,liverpool,nokia 3310,3592.8487,2025-06-28,10,28,6,2025,6.487777777777778,True,True,moderate,non-smart,False,Low,3066.74172948718,526.1069705128202,0
2025-06-30 02:32:31 - user=user1035 - action=transfer £2150.89 - atm: liverpool - device=huawei p30,user1035,2025-06-30 02:32:31,transfer,2150.89,£,liverpool,huawei p30,2860.6837,2025-06-30,2,30,6,2025,39.75972222222222,True,True,high,smart,False,High,3073.401311392405,-212.71761139240516,0
usr:user1035|transfer|€951.36|leeds|2025-06-30 08:11:17|iphone 13,user1035,2025-06-30 08:11:17,transfer,951.36,€,leeds,iphone 13,1522.1760000000002,2025-06-30,8,30,6,2025,5.646111111111111,False,False,high,smart,False,Low,3070.74234125,-1548.56634125,0
2025-07-01 04:00:37 >> [user1035] did refund - amt=$578.81 - london // dev:pixel 6,user1035,2025-07-01 04:00:37,refund,578.81,$,london,pixel 6,578.81,2025-07-01,4,1,7,2025,19.822222222222223,False,False,high,smart,False,High,3051.624238271605,-2472.814238271605,0
01/07/2025 04:13:46 ::: user1035 *** debit ::: amt:1083.56$ @ manchester <iphone 13>,user1035,2025-07-01 04:13:46,debit,1083.56,$,manchester,iphone 13,1083.56,2025-07-01,4,1,7,2025,0.21916666666666668,False,False,moderate,smart,False,High,3021.4679670731707,-1937.9079670731708,0
2025-07-02 09:20:01::user1035::debit::4864.03::cardiff::nokia 3310,user1035,2025-07-02 09:20:01,debit,4864.03,none,cardiff,nokia 3310,4864.03,2025-07-02,9,2,7,2025,29.104166666666668,False,False,moderate,non-smart,False,Low,2998.119678313253,1865.9103216867466,0
03/07/2025 02:28:15 ::: user1035 *** top-up ::: amt:3884.4€ @ manchester <iphone 13>,user1035,2025-07-03 02:28:15,top-up,3884.4,€,manchester,iphone 13,6215.040000000001,2025-07-03,2,3,7,2025,17.13722222222222,False,False,low,smart,False,High,3020.3328964285715,3194.7071035714293,0
2025-07-03 04:41:23 >> [user1035] did deposit - amt=$2510.9 - london // dev:samsung galaxy s10,user1035,2025-07-03 04:41:23,deposit,2510.9,$,london,samsung galaxy s10,2510.9,2025-07-03,4,3,7,2025,2.218888888888889,False,False,low,smart,False,High,3057.917685882353,-547.0176858823529,0
2025-07-03 07:12:21 | user: user1035 | txn: transfer of £2935.51 from cardiff | device: pixel 6,user1035,2025-07-03 07:12:21,transfer,2935.51,£,cardiff,pixel 6,3904.2283000000007,2025-07-03,7,3,7,2025,2.516111111111111,False,False,high,smart,False,Low,3051.557015116279,852.6712848837215,0
03/07/2025 10:28:45 ::: user1035 *** cashout ::: amt:209.79€ @ birmingham <samsung galaxy s10>,user1035,2025-07-03 10:28:45,cashout,209.79,€,birmingham,samsung galaxy s10,335.664,2025-07-03,10,3,7,2025,3.2733333333333334,False,False,high,smart,False,Low,3061.357834482759,-2725.6938344827586,0
2025-07-04 17:19:50 - user=user1035 - action=cashout €1393.21 - atm: none - device=pixel 6,user1035,2025-07-04 17:19:50,cashout,1393.21,€,none,pixel 6,2229.136,2025-07-04,17,4,7,2025,30.851388888888888,False,True,high,smart,False,Low,3030.3840409090913,-801.2480409090913,0
2025-07-06 04:36:20::user1035::withdrawal::674.38::birmingham::xiaomi mi 11,user1035,2025-07-06 04:36:20,withdrawal,674.38,none,birmingham,xiaomi mi 11,674.38,2025-07-06,4,6,7,2025,35.275,False,False,high,smart,False,High,3021.3812539325845,-2347.0012539325844,0
06/07/2025 06:23:49 ::: user1035 *** top-up ::: amt:4817.15$ @ none <samsung galaxy s10>,user1035,2025-07-06 06:23:49,top-up,4817.15,$,none,samsung galaxy s10,4817.15,2025-07-06,6,6,7,2025,1.791388888888889,False,False,low,smart,False,High,2995.3034622222226,1821.846537777777,0
06/07/2025 16:06:19 ::: user1035 *** purchase ::: amt:1237.74$ @ none <pixel 6>,user1035,2025-07-06 16:06:19,purchase,1237.74,$,none,pixel 6,1237.74,2025-07-06,16,6,7,2025,9.708333333333334,True,False,moderate,smart,False,Low,3015.3237538461535,-1777.5837538461535,0
2025-07-06 17:06:51 - user=user1035 - action=withdrawal £2761.7 - atm: glasgow - device=nokia 3310,user1035,2025-07-06 17:06:51,withdrawal,2761.7,£,glasgow,nokia 3310,3673.061,2025-07-06,17,6,7,2025,1.008888888888889,False,True,high,non-smart,False,Low,2996.0021913043483,677.0588086956518,0
07/07/2025 11:55:14 ::: user1035 *** refund ::: amt:552.49£ @ none <xiaomi mi 11>,user1035,2025-07-07 11:55:14,refund,552.49,£,none,xiaomi mi 11,734.8117000000001,2025-07-07,11,7,7,2025,18.80638888888889,False,False,high,smart,False,Low,3003.282393548387,-2268.470693548387,0
usr:user1035|transfer|€2313.9|glasgow|2025-07-08 06:40:28|xiaomi mi 11,user1035,2025-07-08 06:40:28,transfer,2313.9,€,glasgow,xiaomi mi 11,3702.2400000000002,2025-07-08,6,8,7,2025,18.753888888888888,False,False,high,smart,False,High,2979.1497265957446,723.0902734042556,0
2025-07-09 06:26:41 - user=user1035 - action=purchase €938.75 - atm: none - device=pixel 6,user1035,2025-07-09 06:26:41,purchase,938.75,€,none,pixel 6,1502.0,2025-07-09,6,9,7,2025,23.77027777777778,False,True,moderate,smart,False,High,2986.761203157895,-1484.7612031578951,0
user1035 2025-07-09 20:49:25 purchase 154.66 cardiff pixel 6,user1035,2025-07-09 20:49:25,purchase,154.66,none,cardiff,pixel 6,154.66,2025-07-09,20,9,7,2025,14.37888888888889,False,False,moderate,smart,False,Low,2971.2949406250004,-2816.6349406250006,0
10/07/2025 05:00:33 ::: user1035 *** cashout ::: amt:1308.39$ @ london <nokia 3310>,user1035,2025-07-10 05:00:33,cashout,1308.39,$,london,nokia 3310,1308.39,2025-07-10,5,10,7,2025,8.185555555555556,False,False,high,non-smart,False,High,2942.2574670103095,-1633.8674670103094,0
2025-07-10 17:20:30::user1035::transfer::2876.47::glasgow::nokia 3310,user1035,2025-07-10 17:20:30,transfer,2876.47,none,glasgow,nokia 3310,2876.47,2025-07-10,17,10,7,2025,12.3325,False,False,high,non-smart,False,Low,2925.5853500000003,-49.11535000000049,0
usr:user1035|cashout|$406.99|none|2025-07-10 18:15:32|none,user1035,2025-07-10 18:15:32,cashout,406.99,$,none,none,406.99,2025-07-10,18,10,7,2025,0.9172222222222223,False,False,high,non-smart,False,Low,2925.089235353535,-2518.099235353535,0
user1035 2025-07-10 18:58:14 debit 4898.25 manchester huawei p30,user1035,2025-07-10 18:58:14,debit,4898.25,none,manchester,huawei p30,4898.25,2025-07-10,18,10,7,2025,0.7116666666666667,False,False,moderate,smart,False,Low,2899.9082430000003,1998.3417569999997,0
usr:user1035|withdrawal|$2443.58|leeds|2025-07-10 20:41:43|pixel 6,user1035,2025-07-10 20:41:43,withdrawal,2443.58,$,leeds,pixel 6,2443.58,2025-07-10,20,10,7,2025,1.7247222222222223,False,False,high,smart,False,Low,2919.6938049504947,-476.1138049504948,0
usr:user1035|withdrawal|£4560.25|glasgow|2025-07-11 23:11:16|huawei p30,user1035,2025-07-11 23:11:16,withdrawal,4560.25,£,glasgow,huawei p30,6065.132500000001,2025-07-11,23,11,7,2025,26.4925,False,False,high,smart,False,High,2915.0260225490197,3150.106477450981,0
usr:user1035|cashout|$3897.68|liverpool|2025-07-12 01:11:48|iphone 13,user1035,2025-07-12 01:11:48,cashout,3897.68,$,liverpool,iphone 13,3897.68,2025-07-12,1,12,7,2025,2.008888888888889,False,False,high,smart,False,High,2945.6095805825244,952.0704194174755,0
12/07/2025 13:37:56 ::: user1035 *** deposit ::: amt:3798.46$ @ cardiff <pixel 6>,user1035,2025-07-12 13:37:56,deposit,3798.46,$,cardiff,pixel 6,3798.46,2025-07-12,13,12,7,2025,12.435555555555556,False,False,low,smart,False,Low,2954.764103846154,843.6958961538462,0
2025-07-12 21:32:01 - user=user1035 - action=withdrawal €4657.24 - atm: manchester - device=huawei p30,user1035,2025-07-12 21:32:01,withdrawal,4657.24,€,manchester,huawei p30,7451.584,2025-07-12,21,12,7,2025,7.901388888888889,False,True,high,smart,False,Low,2962.799302857143,4488.784697142857,0
usr:user1035|cashout|€4089.66|none|2025-07-13 08:21:50|samsung galaxy s10,user1035,2025-07-13 08:21:50,cashout,4089.66,€,none,samsung galaxy s10,6543.456,2025-07-13,8,13,7,2025,10.830277777777777,False,False,high,smart,False,Low,3005.1463283018866,3538.3096716981136,0
2025-07-13 20:19:22::user1035::cashout::2835.86::cardiff::samsung galaxy s10,user1035,2025-07-13 20:19:22,cashout,2835.86,none,cardiff,samsung galaxy s10,2835.86,2025-07-13,20,13,7,2025,11.95888888888889,False,False,high,smart,False,Low,3038.2146429906543,-202.35464299065416,0
2025-07-14 06:06:26 - user=user1035 - action=refund £2803.24 - atm: birmingham - device=xiaomi mi 11,user1035,2025-07-14 06:06:26,refund,2803.24,£,birmingham,xiaomi mi 11,3728.3091999999997,2025-07-14,6,14,7,2025,9.784444444444444,False,True,high,smart,False,High,3036.3409888888887,691.968211111111,0
2025-07-15 06:05:36::user1035::cashout::4953.09::cardiff::none,user1035,2025-07-15 06:05:36,cashout,4953.09,none,cardiff,none,4953.09,2025-07-15,6,15,7,2025,23.98611111111111,False,False,high,non-smart,False,High,3042.6893211009174,1910.4006788990828,0
usr:user1035|purchase|€4475.37|liverpool|2025-07-15 14:50:25|huawei p30,user1035,2025-07-15 14:50:25,purchase,4475.37,€,liverpool,huawei p30,7160.592000000001,2025-07-15,14,15,7,2025,8.746944444444445,False,False,moderate,smart,False,Low,3060.0566000000003,4100.535400000001,0
16/07/2025 03:25:27 ::: user1035 *** withdrawal ::: amt:4918.08€ @ birmingham <samsung galaxy s10>,user1035,2025-07-16 03:25:27,withdrawal,4918.08,€,birmingham,samsung galaxy s10,7868.928,2025-07-16,3,16,7,2025,12.58388888888889,False,False,high,smart,False,High,3096.9983603603605,4771.929639639639,0
usr:user1035|purchase|€2935.59|leeds|2025-07-16 16:53:12|iphone 13,user1035,2025-07-16 16:53:12,purchase,2935.59,€,leeds,iphone 13,4696.944,2025-07-16,16,16,7,2025,13.4625,False,False,moderate,smart,False,Low,3139.604875,1557.3391250000004,0
2025-07-16 19:05:40 - user=user1035 - action=purchase $839.98 - atm: birmingham - device=samsung galaxy s10,user1035,2025-07-16 19:05:40,purchase,839.98,$,birmingham,samsung galaxy s10,839.98,2025-07-16,19,16,7,2025,2.207777777777778,False,True,moderate,smart,False,Low,3153.3866371681415,-2313.4066371681415,0
2025-07-17 02:40:41 | user: user1035 | txn: transfer of $211.41 from london | device: pixel 6,user1035,2025-07-17 02:40:41,transfer,211.41,$,london,pixel 6,211.41,2025-07-17,2,17,7,2025,7.583611111111111,False,False,high,smart,False,High,3133.093596491228,-2921.683596491228,0
usr:user1035|debit|£2353.26|liverpool|2025-07-17 03:45:27|nokia 3310,user1035,2025-07-17 03:45:27,debit,2353.26,£,liverpool,nokia 3310,3129.8358000000003,2025-07-17,3,17,7,2025,1.0794444444444444,False,False,moderate,non-smart,False,High,3107.687652173913,22.148147826087097,0
usr:user1035|deposit|£1317.28|birmingham|2025-07-17 14:03:10|huawei p30,user1035,2025-07-17 14:03:10,deposit,1317.28,£,birmingham,huawei p30,1751.9824,2025-07-17,14,17,7,2025,10.295277777777779,False,False,low,smart,False,Low,3107.878584482759,-1355.8961844827588,0
2025-07-17 22:15:59 | user: user1035 | txn: cashout of $672.55 from manchester | device: xiaomi mi 11,user1035,2025-07-17 22:15:59,cashout,672.55,$,manchester,xiaomi mi 11,672.55,2025-07-17,22,17,7,2025,8.213611111111112,False,False,high,smart,False,High,3096.289728205128,-2423.739728205128,0
user1035 2025-07-18 02:23:49 cashout 2947.01 none nokia 3310,user1035,2025-07-18 02:23:49,cashout,2947.01,none,none,nokia 3310,2947.01,2025-07-18,2,18,7,2025,4.1305555555555555,False,False,high,non-smart,False,High,3075.749561016949,-128.73956101694876,0
user1035 2025-07-18 05:49:46 transfer 3965.02 london nokia 3310,user1035,2025-07-18 05:49:46,transfer,3965.02,none,london,nokia 3310,3965.02,2025-07-18,5,18,7,2025,3.4325,False,False,high,non-smart,False,High,3074.6677159663864,890.3522840336136,0
2025-07-19 10:08:21 >> [user1035] did debit - amt=€470.36 - birmingham // dev:samsung galaxy s10,user1035,2025-07-19 10:08:21,debit,470.36,€,birmingham,samsung galaxy s10,752.576,2025-07-19,10,19,7,2025,28.309722222222224,False,False,moderate,smart,False,Low,3082.0873183333333,-2329.5113183333333,0
user1035 2025-07-19 10:34:00 refund 1937.84 none samsung galaxy s10,user1035,2025-07-19 10:34:00,refund,1937.84,none,none,samsung galaxy s10,1937.84,2025-07-19,10,19,7,2025,0.4275,False,False,high,smart,False,Low,3062.835158677686,-1124.9951586776863,0
usr:user1035|cashout|£1368.69|none|2025-07-19 17:59:15|samsung galaxy s10,user1035,2025-07-19 17:59:15,cashout,1368.69,£,none,samsung galaxy s10,1820.3577000000002,2025-07-19,17,19,7,2025,7.420833333333333,True,False,high,smart,False,Low,3053.613886885246,-1233.2561868852456,0
2025-07-20 01:50:39 - user=user1035 - action=purchase £3030.95 - atm: birmingham - device=iphone 13,user1035,2025-07-20 01:50:39,purchase,3030.95,£,birmingham,iphone 13,4031.1635,2025-07-20,1,20,7,2025,7.8566666666666665,False,True,moderate,smart,False,High,3043.5874138211384,987.5760861788617,0
2025-07-21 02:13:52 - user=user1035 - action=top-up €4205.2 - atm: manchester - device=samsung galaxy s10,user1035,2025-07-21 02:13:52,top-up,4205.2,€,manchester,samsung galaxy s10,6728.32,2025-07-21,2,21,7,2025,24.386944444444445,False,True,low,smart,False,High,3051.551737096774,3676.7682629032256,0
user1035 2025-07-21 23:38:43 refund 211.1 glasgow pixel 6,user1035,2025-07-21 23:38:43,refund,211.1,none,glasgow,pixel 6,211.1,2025-07-21,23,21,7,2025,21.414166666666667,False,False,high,smart,False,High,3080.9658832,-2869.8658832,0
2025-07-22 12:11:23 | user: user1035 | txn: deposit of £2884.43 from cardiff | device: none,user1035,2025-07-22 12:11:23,deposit,2884.43,£,cardiff,none,3836.2919,2025-07-22,12,22,7,2025,12.544444444444444,False,False,low,non-smart,False,Low,3058.1891698412696,778.1027301587305,0
user1035 2025-07-22 13:02:25 withdrawal 1436.73 none pixel 6,user1035,2025-07-22 13:02:25,withdrawal,1436.73,none,none,pixel 6,1436.73,2025-07-22,13,22,7,2025,0.8505555555555555,False,False,high,smart,True,Low,3064.315962992126,-1627.585962992126,0
2025-07-23 09:23:53 | user: user1035 | txn: refund of £3798.5 from none | device: samsung galaxy s10,user1035,2025-07-23 09:23:53,refund,3798.5,£,none,samsung galaxy s10,5052.005,2025-07-23,9,23,7,2025,20.357777777777777,True,False,high,smart,False,Low,3051.6004476562503,2000.4045523437499,0
2025-07-24 04:51:38::user1035::transfer::1494.48::london::iphone 13,user1035,2025-07-24 04:51:38,transfer,1494.48,none,london,iphone 13,1494.48,2025-07-24,4,24,7,2025,19.4625,False,False,high,smart,False,High,3067.107459689923,-1572.627459689923,0
24/07/2025 10:55:29 ::: user1035 *** refund ::: amt:575.16£ @ glasgow <samsung galaxy s10>,user1035,2025-07-24 10:55:29,refund,575.16,£,glasgow,samsung galaxy s10,764.9628,2025-07-24,10,24,7,2025,6.064166666666667,False,False,high,smart,False,Low,3055.0103253846155,-2290.0475253846153,0
2025-07-25 00:23:37 >> [user1035] did cashout - amt=$1719.67 - leeds // dev:nokia 3310,user1035,2025-07-25 00:23:37,cashout,1719.67,$,leeds,nokia 3310,1719.67,2025-07-25,0,25,7,2025,13.46888888888889,False,False,high,non-smart,False,High,3037.5290465648854,-1317.8590465648854,0
2025-07-25 05:16:47 >> [user1035] did withdrawal - amt=€939.52 - none // dev:pixel 6,user1035,2025-07-25 05:16:47,withdrawal,939.52,€,none,pixel 6,1503.232,2025-07-25,5,25,7,2025,4.886111111111111,False,False,high,smart,False,High,3027.5452659090906,-1524.3132659090907,0
user1035 2025-07-25 06:53:23 cashout 4142.31 cardiff iphone 13,user1035,2025-07-25 06:53:23,cashout,4142.31,none,cardiff,iphone 13,4142.31,2025-07-25,6,25,7,2025,1.61,False,False,high,smart,False,High,3016.0842639097746,1126.2257360902258,0
2025-07-26 04:41:04 | user: user1035 | txn: transfer of £2603.02 from manchester | device: none,user1035,2025-07-26 04:41:04,transfer,2603.02,£,manchester,none,3462.0166000000004,2025-07-26,4,26,7,2025,21.794722222222223,False,False,high,non-smart,False,High,3024.4889335820894,437.52766641791095,0
usr:user1035|deposit|$135.51|leeds|2025-07-26 17:34:28|nokia 3310,user1035,2025-07-26 17:34:28,deposit,135.51,$,leeds,nokia 3310,135.51,2025-07-26,17,26,7,2025,12.89,False,False,low,non-smart,False,Low,3027.7298792592596,-2892.21987925926,0
user1035 2025-07-27 02:14:54 withdrawal 2223.22 none samsung galaxy s10,user1035,2025-07-27 02:14:54,withdrawal,2223.22,none,none,samsung galaxy s10,2223.22,2025-07-27,2,27,7,2025,8.67388888888889,False,False,high,smart,False,High,3006.4635566176476,-783.2435566176478,0
2025-07-27 07:41:21 >> [user1035] did debit - amt=$909.46 - leeds // dev:huawei p30,user1035,2025-07-27 07:41:21,debit,909.46,$,leeds,huawei p30,909.46,2025-07-27,7,27,7,2025,5.440833333333333,False,False,moderate,smart,False,Low,3000.7464503649635,-2091.2864503649635,0
2025-07-27 11:51:22 | user: user1035 | txn: cashout of £952.83 from none | device: huawei p30,user1035,2025-07-27 11:51:22,cashout,952.83,£,none,huawei p30,1267.2639000000001,2025-07-27,11,27,7,2025,4.166944444444445,False,False,high,smart,False,Low,2985.592200724638,-1718.328300724638,0
27/07/2025 17:05:47 ::: user1035 *** purchase ::: amt:1840.35€ @ manchester <huawei p30>,user1035,2025-07-27 17:05:47,purchase,1840.35,€,manchester,huawei p30,2944.56,2025-07-27,17,27,7,2025,5.240277777777778,False,False,moderate,smart,False,Low,2973.230126618705,-28.670126618705126,0
2025-07-28 20:07:24 | user: user1035 | txn: withdrawal of $1292.73 from liverpool | device: pixel 6,user1035,2025-07-28 20:07:24,withdrawal,1292.73,$,liverpool,pixel 6,1292.73,2025-07-28,20,28,7,2025,27.026944444444446,False,False,high,smart,False,Low,2973.02534,-1680.2953400000001,0
usr:user1035|refund|$580.93|cardiff|2025-07-29 12:34:21|huawei p30,user1035,2025-07-29 12:34:21,refund,580.93,$,cardiff,huawei p30,580.93,2025-07-29,12,29,7,2025,16.449166666666667,False,False,high,smart,False,Low,2961.10835177305,-2380.17835177305,0
2025-07-30 02:25:04::user1035::top-up::2668.03::birmingham::huawei p30,user1035,2025-07-30 02:25:04,top-up,2668.03,none,birmingham,huawei p30,2668.03,2025-07-30,2,30,7,2025,13.845277777777778,False,False,low,smart,False,High,2944.3465323943665,-276.3165323943663,0
2025-07-30 04:18:32::user1035::purchase::1043.84::cardiff::huawei p30,user1035,2025-07-30 04:18:32,purchase,1043.84,none,cardiff,huawei p30,1043.84,2025-07-30,4,30,7,2025,1.8911111111111112,False,False,moderate,smart,False,High,2942.414248951049,-1898.5742489510492,0
2025-07-31 00:23:56 >> [user1035] did deposit - amt=$4915.54 - leeds // dev:samsung galaxy s10,user1035,2025-07-31 00:23:56,deposit,4915.54,$,leeds,samsung galaxy s10,4915.54,2025-07-31,0,31,7,2025,20.09,False,False,low,smart,False,High,2929.2297055555555,1986.3102944444445,0
user1037 2025-06-03 15:25:19 debit 620.46 none nokia 3310,user1037,2025-06-03 15:25:19,debit,620.46,none,none,nokia 3310,620.46,2025-06-03,15,3,6,2025,-1.0,False,False,moderate,non-smart,False,Low,620.46,0.0,-1
